,Topic,Count,Name,Representation,Representative_Docs
66,65,15,65_chipotle_burrito_rice_burritos,"['chipotle', 'burrito', 'rice', 'burritos', 'fast', 'yuck', 'chipotles', 'unpleasantly', 'avocado', 'chorizo']","['chipotle say theres plenty seating crowded chipotle isnt crowded thing notice portion dished chipotles ive visited line busy didnt want asshole complained held line smiled paid ate stomach bursting burrito customer service decent fast food place especially rush hour outdoor seating nice parking shared lot price chipotle wait mins line', 'ordered build breakfast burrito worst burrito ive eaten lifebut fault hours meal ate decent food stop airport major guilty pleasure mcdonalds breakfast burrito rarely eat theyre delicious curritos serves breakfast burritos resist loaded thing eggs chorizo cheese black beans caramelized onions corn salsa tomato salsa hot sauce yuck yuck yuckity yuck caramelized onions soooo incredibly sweet think got instant cavity chorizo super greasy sweetness burrito pink chorizo slime inside like rolled sugar log egg bean bits sounds appetizing right oh got potatoes sad dry chunks skip em like grill burrito little little crispy shell stick standard burrito think youll end decent edible airport meal dont', 'coworkers adore chipotle burrito week times theres good reason chipotle cleanest look feel mexican fast food joint classy modern offerings similar second food read menu locally sourced organic times food looks tastes fresh easily biggest positive finally proportions filling reason stars fact fast food joint doesnt second slow enter assembly line order food cashier interested getting person serving needs thats expected fact regardless clean modern feel burrito rice sure size small child doesnt justify ratio rice meatveggies true im fan chipotle ill wish theyd double veggies limit rice']"
67,66,15,66_min_drink_server_forever,"['min', 'drink', 'server', 'forever', 'forgot', 'servers', 'minutes', 'service', 'drinks', 'showed']","['sunday night tuesday night ive gone ive seen server long waits started watched wait long time forever drinks ordered long wait food dirty dishes lipstick coffee cup silverware given dishes got took forever check ready walk terrible terrible', 'unfortunately service continues hill servers fantastic good experience used weekly bunch guys walked taken care immediately recently multiple weeks row restaurant crowded time server come order hang kitchen area consistently leave glasses table dont split checks unfortunately good service work ethic hard multiple weeks row response manager complainwill longer returning', 'im keeping short sweet time visit people seated immediately waited min servers appearance attire hideous ordered drinks didnt min yes counted ordered entrees normal wait arrive entrees deelishus friends showed server minutes friend went bar purchased drink server showed ordered drinks min later drink showed forgot shenanigans waited min checks receiving drink im sure issues service brain hold sum things good food music shined horrible service hope recover time stay afloat im going pity high hopes']"
68,67,15,67_buffet_indian_buffets_dishes,"['buffet', 'indian', 'buffets', 'dishes', 'vegetarian', 'aroma', 'dinner', 'bargain', 'lunch', 'actually']","['new favorite indian restaurant lunch buffet thats usually dollars buffet loaded sorts god eats buffet excellent price', 'pretty large buffet lunch dinner weekends larger dessert selection indian buffets preparation food typical area indian buffets lots stuff sauces offered menus dont know serve buffet', 'star food buffet decent bargain think worth point usual price indian buffet food bargain youre hungry tomato soup deep fried bread crisps naan kinds rice vegetarian meat dishes desserts foodwise probably worst indian buffet ive used frequent san francisco mclean va food better fresher chicken tandori really dry dishes salty sweet pour buffet removing batch dishes vats sauce little meat']"
69,68,14,68_mcdonalds_wendys_drive_drivethrough,"['mcdonalds', 'wendys', 'drive', 'drivethrough', 'location', 'slowest', 'occasionally', 'stands', 'worst', 'fan']","['im fan mcdonalds food pinch job people tried food wont comment location prettiest location ive seen décor unlike mcdonalds ive encountered modern elegant entire staff super friendly willing help didnt like hated job location wasnt far university area house visit', 'opinion slowest mcdonalds food comes nice n hot time come min wait drive customer service sub par best im drive little time avoid mcdonalds unless time spare dont mind given attitude spending money location', 'im fan fastfood establishments occasionally arbys wendys given early afternoon running errands north decided pick couple sandwiches wendys street nora neighborhood service friendly prompt waiting food help notice excessive paper shreds food scraps scattered floor additionally table tops really benefited wipe finally course home opened sandwiches gotten order wrong im sure continue future occasionally patronize wendys wont wendys']"
70,69,14,69_hot_nashville_chicken_degrees,"['hot', 'nashville', 'chicken', 'degrees', 'hattie', 'sides', 'spicy', 'bs', 'maria', 'damn']","['good food great sides nashville hot fried chicken hot hoping delicious', 'told eat hot chicken nashville hattie bs went restaurant absolutely packed got chicken tenders hot slaw greens friend got chicken tenders damn hot fries greens hot chicken definitely hyped went high expectations chicken lived hype great ranch maple syrup tried bite damn hot option think sticking hot option', 'favorite hot chicken place nashville chicken crispiest juiciest stays way lot places chicken gets soggy minutes sitting grease degrees shizz figured heat level fairly high say degrees generally damn hot shut cluck hattie bs degrees little hot hot im looking challenge small intestine wish degrees level theres pretty big gap theyve say dont offmenu levels higher degrees im apprehensive sides fine id say par hatties better boltons princes youre chicken complaint hours im basically left hour window saturday really weeknight getting lunch workday isnt really option ask hmmm remember motto hot itll burn twice ha edit dont forget cash ahead actually answer phone unlike lot places']"
71,70,14,70_boise_airport_drivein_fries,"['boise', 'airport', 'drivein', 'fries', 'flies', 'heading', 'likely', 'coleslaw', 'kids', 'isnt']","['ive stops regular layovers philly youre looking little different fast food isnt bad chance snag semilocal craftbrew draft victory dont expect fine dining style experience food standard quality airport words set world awful said philly recommend cheesesteak meat dry flavorless better better luck crabby fries buffalo chicken sandwich separate visit passable prices items somewhat steep isnt helped menu pretty la carte items mind order sandwich fries service fluctuate times depending volume inbound flights local sport teams broadcast smaller crowd servers pretty good business starts pick expect wait need little vocalization hand waving attention isnt terrible youre likely better wait reach destination ive heard actually cp near stadiums', 'new favorite place eat boise food service great places boise area mandates masks important', 'looking lunch boise hitting airport home place recommended friend eaten earlier nice outdoor seating little machine flies away table flies boise ipa cold refreshing halibut chips amazing nice flaky fish nongreasy batter tons fries nice friendly staff great meal heading home thanks highlands hollow']"
72,71,14,71_louis_st_lombardos_pita,"['louis', 'st', 'lombardos', 'pita', 'bim', 'missouri', 'bolognese', 'favorite', 'bread', 'restaurants']","['went place twice short business trip st louis service fantastic waitress friendly attentive orders brought quickly sushi fresh flavorful loved sauteed green beans saltandpepper shrimp prices reasonable id definitely eat im st louis', 'moving st louis detroit hopping restaurant restaurant hopes finding middle eastern food satisfied craving developing missing favorite place dearborn mi alameer place finally sated far best middleeastern place bread amazing unlike pita style light fluffy central hollowness makes excellent tearing dipping stuffing face hummus perfect balance citrus creaminess good portion wondrously nutty olive oil heaven combined bread got beef kabob main dish came mouth watering skewers beef bed savory fragrant rice beef bursting flavor extreeemly tender quite bites girlfriends falafel sandwich served split pita good popping flavors complemented moist falafel opposed dry affairs st louis restaurants soon amazing', 'business trip st louis missouri stayed drury inn noticed lombardos restaurant located beneath evening decided try service good lasagna excellentthe night decided dine coworkers greeting warm inviting lisa server better tried different entrées delicious complementary bread pasta stake definitely recommend going lombardos visit st louis missouri honestly say lombardos best italian restaurants ive thank outstanding service']"
73,72,14,72_rings_onion_onions_burgers,"['rings', 'onion', 'onions', 'burgers', 'fingers', 'finger', 'burger', 'cooked', 'daily', 'got']","['great burgers onion rings server attentive helpful definitely', 'onion rings youre mood burger fries onion rings perfect leave unsatisfied asked waitress onion rings held fingers apart attempt answer clearly indicate simple suffice thats way like em kind fit plate burger looked great plate set onion rings soon turned greasy mess bland fried batter stick onion fell right thats biggest complaint burger okay burger alternatives wont likely ill try sweet potato fries', 'wanted try different place mixed feelings zimms said pricey got fish onion rings finger steaks onion rings combos came small portion mediocre cole slaw oz drink main onion rings total nearly onion rings amazing food nice hot finger steaks spongy breading little taste meat cooked consistency fish try burgers shakes hopefully second chance better definitely worth cost']"
74,73,13,73_drinks_infrastructure_underhyped_daquiri,"['drinks', 'infrastructure', 'underhyped', 'daquiri', 'cuba', 'awesome', 'great', 'libre', 'honored', 'outlets']","['jennifer awesome excellent food drinks scenery great price definitely lots specials lots choices', 'absolutely incredible food best glazed duck ive amazing drinks owner friendliest men ive met incredibly personal great customer service bar sitting area clean quiet bar underhyped definitely worth trip', 'fantastic food drink awesome ambience good company prices sampled drinks daquiri cuba libre downhill perfectly nice upstairs nook complete outlets need work recommend']"
75,74,13,74_tea_bubble_teas_sugary,"['tea', 'bubble', 'teas', 'sugary', 'pots', 'afternoon', 'scone', 'love', 'wide', 'bag']","['love little cafe bubble tea delicious sweet flavor ive tried far satisfying snacks try stop love popcorn chicken season right garlic onion perfect combination savory sweetness bubble tea decor cute dog themed clean staff friendly order perfection come area recommend', 'visiting friends manayunk came gem bubble tea place great experience felt like needed share review went thinking going bubble tea boy wrong ordered brown sugar milk tea great spotted people eating fried chicken wings try definitely disappoint food drinks great love vibe super friendly theres lots games spend hours pretty looking forward coming', 'family favorite tea sandwiches really delicious super cute little deserts include afternoon tea prefixe wide variety teas tisanes offered individual pots charming experience bonus points little dress area kids maybe adults pick fancy hats gloves wear sipping lemonade tea pots eating tea sized pbj sandwiches really fun place nice afternoon']"
76,75,13,75_yelp_spinach_ravioli_reviews,"['yelp', 'spinach', 'ravioli', 'reviews', 'physical', 'waiters', 'catfish', 'pimento', 'filled', 'cars']","['time say im extremely disappointed yelpers excited try place reading rave reviews definitely let started sunrise smoothie filled bananas sorbet berry mixture ignoring dollar price tag decided try awful consistency snot tons seeds barely drink choking meal ordered bacon crepe filled bacon vermont cheddar caramelized onions sounded appetizing quite opposite barely eat thing breakfast potatoes came alongside meal werent good boyfriend ordered bean crepe salsa came cilantro inedible halfway decent thing meals bison chili pretty good bring service good slow especially considering place come paying', 'biggest recommendation read good chunk yelp reviews low expectations pleasantly surprised went brennans saturday brunch reservations minute wait place new orleans waited reservation breakfast totally pleasant mother order course prix fixe order la carte waiters sure point service friendly im guessing hit miss thing restaurant eggs sabadou enjoyed really enjoy spinach lot spinach mom ordered bananas foster good im glad plan sharing yes restaurant overpriced worth trip experience waiters thats probably afford pay', 'restaurant nola trip consulted yelp randomly realizing ive exploring lot brethren say yelpers agreed place awesome im giving stars ordered catfish platter good expecting new york tastier flavorful catfish got swamp tea came tasty green smoking ice friend vegetarian noticed vegetarian options saw website werent physical menu inside oceana asked waitress said wasnt physical menu order got spinach ravioli let tell jealous waitress placed bowl table smell instantly captivated presentation point meatless ravioli looked like fivestar michelinrated restaurant tried blown away love meat seafood snapped fingers traded catfish damn spinach ravioli herbs spices freshness spinach sauce friend commented bit garlicky love garlic appealing regret getting damn spinach ravioli dont youre going didnt']"
77,76,12,76_menu_dont_easily_havent,"['menu', 'dont', 'easily', 'havent', 'end', 'woukd', 'offthemenu', 'quisine', 'bibou', 'isla']","['skeptical high end restaurants quantity food small making harder enjoy quality food wild garlic grill different dish plentiful makes price dish reasonable multiple offthemenu dish dont like regular menu dont discouraged wagyu tucson careful dishes blue cheese fresh comes strong order love blue cheese', 'tasting menu maybe im spoiled ive fortunate pretty amazing tasting menus dont know understand french cuisine food probably stars makes restaurant fact bring wine corkage fee easily save knows depending like drink chef went visited table dont props running successful restaurant taking time come visit patrons dont know best restaurant philly youre nights need nice dinner place id bibou byob list', 'wow im really impressed theres actually good ethnic food isla vista place isnt good surrounded mediocrity actually good food food cooked order fresh expect minute wait youre ordering takeout dont end waiting playing phone shish lamb juicy tender meat easily ripped apart firm satisfying chew rice cooked perfectly hummus deliciously tart salad refreshing bite regret ordered bit expensive end college student easily cost meals plate definitely place ill splurging need pick bland iv eateries im simply lazy cook']"
78,77,12,77_soup_demos_bisque_barley,"['soup', 'demos', 'bisque', 'barley', 'lunch', 'tomato', 'clam', 'chowder', 'soups', 'salad']","['love place chicken salad sandwich tomato bisque soup fantastic definitely recommend want light lunch small quaint environment service friendly', 'wassup sup sooooop soup came friends tried vegetarian soup sandwich combo idea eating healthier toasted veggie tomato bisque good satisfying bisque thicker wanted fresh tasted good got try tortilla soup pretty good grilled cheese sandwich overall experience food good great happy super end meal definitely worth try visit reno', 'great soup salad service staff provided excellent recommendations including tomato soup summer salad bread choices local white bread especially delicious paired soup staff friendly outdoor seating provides closeup view monument definitely return']"
79,78,11,78_chicken_fried_places_dry,"['chicken', 'fried', 'places', 'dry', 'moist', 'freaken', 'portionshowever', 'tenant', 'colonel', 'perfecto']","['upside tasty fresh reasonable downside chicken chicken pilaf plate dry shawarma chicken tasty dry maybe ordered moist chicken time', 'fried chicken good place loses star overpriced bit disappointed lack signature sauce norm chicken places nice atmosphere good place youre craving fried chicken chicken order fresh good quality biscuits unique good didnt feel particularly safe terms health sanitation covidwise employees wearing masks gloves far saw', 'fried chicken yes dont know fact havent fried chicken place cook fried chicken crispiest crunchiest time juiciest chicken ive long time beats colonel day restaurant rustic setting single sodden table middle restaurant bar stools simple like staff friendly im definitely coming']"
80,79,11,79_wine_romantic_wines_love,"['wine', 'romantic', 'wines', 'love', 'sola', 'artem', 'vocation', 'vine', 'greatthey', 'sharrott']","['wine beautiful spot cool views wine list spectacular flights food ok great awful ill wine list best', 'loved vine wine selection great food delicious love little restaurant makes feel home bf tried wine selection wines oz great way try new wines figure ones like definitely recommend place great date venue', 'place pleasant surprise came sola twice vocation stpete awesome time nights service quick warm decor nice atmosphere chilling romantic owner attentive cool guest menu unexpectedly daring dishes thanks chef artem good choice wine surprising reasonable prices good quality combinations definitely recommend try place']"
81,80,10,80_lunch_breakfast_pretty_burgers,"['lunch', 'breakfast', 'pretty', 'burgers', 'irritation', 'basicsfor', 'pleae', 'decentish', 'nice', 'good']","['food great drinks okay service little slow theyll bring food great burgers awesome queso dip especially wild version currently special ive eaten believe food consistently good lunch great lunch deals theyre drink specials', 'decentish frequently left wanting service pretty good atmosphere fun breakfast special pretty good cash bit annoying generally prefer breakfast lunch food bit heavy hard stick basicsfor lunch recommend mexican dishes enchiladas tacos things', 'place close work quite prices nice food great daily specials breakfast lunch cook breakfast menu items day long portions nice especially price really like sweet tea spanish pork yellow rice wraps burgers service friendly fast homemade desserts cake cookies baklava']"
82,81,10,81_member_wings_hummus_jakers,"['member', 'wings', 'hummus', 'jakers', 'becks', 'alligator', 'chilean', 'moussaka', 'pan', 'tzaziki']","['dining jakers bar grill great experience wonderful lunch menu includes salads pasta burgers variety sandwiches dinner menu offers variety appetizers steaks fish chicken entrees salad bar wonderful selection salads fresh fruits fresh scones honey butter great way start lunch dinner personally enjoyed variety menu options lunch dinner personal favorites lunch sirloin burgers blt sandwich avocado dinner recommend prime rib treat chicken la jakers great option features breaded chicken breast topped bearnaise sauce crab meat asparagus spears served atop bed linguini noodles restaurant intimate atmosphere staff members friendly helpful knowledgeable menu options offer great suggestions restaurant conveniently located meridian right eagle road fairview avenue franklin', 'love plate best way restaurant came ladies night dinner easy breezy crew monday night let tell need reservations restaurant monday started drinks appetizers usual indulged multiple drinks remember number say wasnt disappointed horse feather ring bell tried appetizers cheese curds black bean hummus dip charred octopus chicken wings blown away light cheese curds confess favorite app selected black bean hummus barely edging wings second place charred octopus good live came favorite caesar salad plate small jam packed flavor hail caesar entree split oo burger poboy sandwich homemade fries delectable delicious delightful come mind trying thought simple sandwiches butterscotch pot creme light satisfying perfect way finish wonderful evening chefs oliveoak right umami atmosphere dedicated staff hooked years come wait', 'wonderful fine dining experience great service fabulous wine list drinks inordinately fresh impeccably prepared food authentic ceo friends company greek says dines pretty raves group went birthday dinner shared bunch appetizers hummus plate dips including tzaziki babaghanoush escapes excellent estia chips recommendation waiter paper slices zuchini eggplant battered fried served tzaziki good dinner sesame crusted ahi tuna came greens beat salad fresh fabulous bday girl best dish table chilean sea bass stewed vegetables tastes like highend greek grandmas cooking people got lamb chops marinated olive oil days sounded better paper execuation overcooked love moussaka moussaka best ive special black seabass stuffed grape leaf overshadowed chilean sea bass regular menu dessert shared galactobourico custard phyllo lemon orange syrup yumm ekmek pistachio filo whipped cream equally delicious perfect ending']"
83,82,10,82_lunch_calzone_delivered_bowls,"['lunch', 'calzone', 'delivered', 'bowls', 'gyro', 'salad', 'aissat', 'wellllllllif', 'yassine', 'ordered']","['quite times usually forget check service different time come usually im lunch food pretty good portion quite small lunch note vegetarians specify meat tom kah floating chicken asked tofu like vegetarian dishes offered come choose serve carefully', 'order small bowls lunch filling liked better brown rice greens like vegetables fish tasted great im picky fish taste delivered grub hub took minutes minutes away lunch time fast nice treat', 'finally getting trying lunch ordered living social delivery service great meaning come veggie gyro omg kalamata olives fresh cucumber marinated zucchini squash fresh greens lots feta cheese wow good went perfectly exactly crunch components seasoned saucy pita soggy ordered housemade parm chips perfect compliment gyro']"
84,83,10,83_tip_behavior_forced_afford,"['tip', 'behavior', 'forced', 'afford', 'poisoning', 'noisy', 'terrible', 'orders', 'rudealmost', 'disabled']","['place worst frequently menu items staff lack training food quality inconsistent orders prepared incorrectly missing item online ordering disabled close days replace management retrain staff send guests whove come support location gift card free guac queso like long way chipotle afford', 'food broth pretty good customer service terrible appreciate server basically forced tip college student looking good easy place eat hot pot rainy day afford extra tip tried explain knew tip wasnt included budge rudely forced tip disappointed crass behavior', 'ive living cwe years gone place times love thai food close ive food extremely hit miss comparing items menu order dish separate occasions ive delicious red curry tasted rancid time ordered week later maybe multiple cooks poor quality control addition workers responsible taking orders counter extremely rudealmost annoyed place simple order special requests makes want tip behavior']"
85,84,10,84_cauliflower_bowl_chimichurri_texmex,"['cauliflower', 'bowl', 'chimichurri', 'texmex', 'truck', 'roundup', 'seasider', 'app', 'classified', 'venezuelan']","['impressed owner knowledgeable product carried sweet welcoming got seasider bowl bowl looked tasted great', 'able eat week indoor dining restrictions honey dijon chicken dinner amazing additional meals fried cauliflower app favorite cauliflower app good', 'absolutely love food truck chimichurri bowl excellent finely diced steak rice lettuce shredded cheese tomatoes chimichurri sauce excellent seek food truck everytime im roundup']"
86,85,10,85_bacara_duper_love_opener,"['bacara', 'duper', 'love', 'opener', 'day', 'moms', 'york', 'beautiful', 'soups', 'difficult']","['murdoch perk restaurant coffee bar located heart southhampton neighborhood city feature breakfast lunch dinner including wide range foods crepes sandwiches salads dips breakfast casseroles soups delectable desserts breakfast served day great coffee drinks fresh fruit smoothies prices rock items order pay counter food served table great patio free wifi place clean staff friendly', 'moms epitomizes south city girls counter friendly leave hungry goto sandwich shop mind saturdays weather gorgeous line doorbut dont let deter line moves fast sandwiches worth wait tuna extra veggies thats need lunch dinner parking bit strange arent spots jamieson loop block come lansdowne ave highly recommend moms fresh simple food nutshell reasonable price fresh food great local flavor', 'real love hate relationship bacara beautiful place beautiful location feel like bacara handle bacara bacara dirty plates food sat outside hallway room door multiple days bothered clean ate bistro hour wait reservation new years eve actually seatings eat early late didnt staff run bar restaurant people minimum person super duper duper teethpullingly slow service wow omg inconsistent housekeeping friends room didnt wine opener robe times wait hours wine opener free bottle leave room like high maintenance fussy girlfriend kind hot great beach views sits right ocean good beautiful people walking wine tasting spas pools restaurants cougars galore hotel bar']"
